"","plotid","Date","species","cluster","tag","status","stemestdbh","stemslc","stemdbh2012"
"44","ANN03",2010-04-26,"UMCA","K","5530","Alive",2.200000048,29,2.2
"45","ANN03",2010-04-26,"UMCA","R","5536","Alive",7.5,21,6.5
"46","ANN03",2010-04-26,"UMCA","E","5537","Alive",2.5,17,2.4
"47","ANN03",2010-04-26,"UMCA","J","5539","Alive",8.100000381,9,8.5
"48","ANN03",2010-04-26,"UMCA","E","5574","Alive",4,29,4.1
"49","ANN03",2010-04-26,"UMCA","J","5592","Alive",5.300000191,59,6.1
"50","ANN03",2010-04-26,"UMCA","B","5593","Alive",3.700000048,63,3.5
"51","ANN03",2010-04-26,"UMCA","E","5634","Alive",9.100000381,18,9.2
"52","ANN03",2010-04-26,"UMCA","K","5656","Alive",3.599999905,35,3.7
"53","ANN03",2010-04-26,"UMCA","M","5657","Alive",7.800000191,11,6.7
"54","ANN03",2010-04-26,"UMCA","CC","5658","Alive",3.5,38,3.4
"55","ANN03",2010-04-26,"UMCA","J","5659","Alive",9.300000191,68,NA
"56","ANN03",2010-04-26,"UMCA","E","5660","Alive",2.5,29,2.6
"57","ANN03",2010-04-26,"UMCA","E","5661","Alive",2.799999952,40,2.8
"58","ANN03",2010-04-26,"UMCA","E","5662","Alive",3.799999952,38,4.1
"59","ANN03",2010-04-26,"UMCA","N","569","Alive",2.5,17,NA
"60","ANN03",2010-04-26,"UMCA","E","573","Alive",15.5,41,15.5
"61","ANN03",2010-04-26,"UMCA","J","574","Dead",12.5,-9999,NA
"62","ANN03",2010-04-26,"UMCA","R","601","Alive",12,19,14.5
"63","ANN03",2010-04-26,"UMCA","C","602","Alive",6.5,5,7
"64","ANN03",2010-04-26,"UMCA","H","612","Alive",7.25,44,7.2
"65","ANN03",2010-04-26,"UMCA","BB","614","Alive",20.5,3,22.8
"66","ANN03",2010-04-26,"UMCA","I","615","Alive",4.25,21,5.2
"67","ANN03",2010-04-26,"UMCA","V","617","Alive",1.75,96,2.1
"68","ANN03",2010-04-26,"UMCA","P","621","Alive",10.5,16,10.5
"69","ANN03",2010-04-26,"UMCA","U","622","Dead",2.25,-9999,3
"70","ANN03",2010-04-26,"UMCA","G","626","Alive",4.25,33,3.7
"71","ANN03",2010-04-26,"UMCA","A","635","Alive",2,53,2.4
"72","ANN03",2010-04-26,"UMCA","B","638","Alive",1.25,27,2.5
"73","ANN03",2010-04-26,"UMCA","AA","642","Alive",5,39,5.5
"74","ANN03",2010-04-26,"UMCA","W","651","Alive",53.5,22,57.2
"75","ANN03",2010-04-26,"UMCA","Q","663","Alive",22.5,40,9
"76","ANN03",2010-04-26,"UMCA","M","669","Alive",15.25,11,16
"77","ANN03",2010-04-26,"UMCA","D","674","Alive",8,64,7.5
"78","ANN03",2010-04-26,"UMCA","L","679","Alive",10,42,11.4
"79","ANN03",2010-04-26,"UMCA","F","680","Alive",12.25,43,13.6
"80","ANN03",2010-04-26,"UMCA","O","693","Alive",40,67,42.9
"81","ANN04",2010-04-30,"UMCA","I","1904","Alive",12.39999962,38,14
"82","ANN04",2010-04-30,"UMCA","D","392","Alive",20,14,21.4
"83","ANN04",2010-04-30,"UMCA","C","395","Alive",12,29,14.4
"84","ANN04",2010-04-30,"UMCA","B","503","Alive",13,70,14.4
"85","ANN04",2010-04-30,"UMCA","E","518","Alive",16.25,24,17.6
"86","ANN04",2010-04-30,"UMCA","G","521","Alive",8.25,113,8.3
"87","ANN04",2010-04-30,"UMCA","A","526","Alive",6.75,29,7.2
"88","ANN04",2010-04-30,"UMCA","A","549","Alive",4.5,49,5.9
"89","ANN04",2010-04-30,"UMCA","G","595","Alive",17,37,17.8
"90","ANN04",2010-04-30,"UMCA","A","597","Alive",3.75,47,3.8
"91","ANN04",2010-04-30,"UMCA","F","603","Alive",6.75,19,6.6
"92","ANN04",2010-04-30,"UMCA","F","611","Alive",11.5,38,13.5
"93","ANN04",2010-04-30,"UMCA","H","643","Alive",12.75,35,14.3
"94","ANN05",2010-04-26,"UMCA","I","1901","Alive",11.39999962,36,12.9
"95","ANN05",2010-04-26,"UMCA","J","1902","Alive",11.60000038,18,13.5
"96","ANN05",2010-04-26,"UMCA","K","1903","Dead",6.300000191,-9999,NA
"97","ANN05",2010-04-26,"UMCA","D","262","Alive",7.5,11,9.1
"98","ANN05",2010-04-26,"UMCA","F","3176","Alive",6.5,8,7.2
"99","ANN05",2010-04-26,"UMCA","B","347","Alive",8,14,9.3
"100","ANN05",2010-04-26,"UMCA","H","536","Alive",12.75,35,15.3
"101","ANN05",2010-04-26,"UMCA","E","554","Alive",7,2,7.5
"102","ANN05",2010-04-26,"UMCA","H","568","Alive",12,37,5.1
"103","ANN05",2010-04-26,"UMCA","F","630","Alive",11.75,8,13.1
"104","ANN05",2010-04-26,"UMCA","C","637","Alive",9.75,10,10.5
"105","ANN05",2010-04-26,"UMCA","A","652","Alive",12.25,13,14.1
"106","ANN05",2010-04-26,"UMCA","B","662","Alive",11.75,6,12.8
"107","ANN05",2010-04-26,"UMCA","G","691","Alive",5.5,39,7.4
"108","ANN05",2010-04-26,"UMCA","F","694","Alive",7.75,32,7.1
"109","ANN06",2010-04-21,"UMCA","B","106","Alive",13.89999962,83,14.7
"110","ANN06",2010-04-21,"UMCA","A","3054","Alive",23.70000076,8,22.4
"111","ANN06",2010-04-21,"UMCA","A","3055","Alive",8.5,26,9.2
"112","ANN06",2010-04-21,"UMCA","A","3056","Alive",14.39999962,10,16.4
"113","ANN06",2010-04-21,"UMCA","A","3057","Alive",8.399999619,25,8.4
"114","ANN06",2010-04-21,"UMCA","B","3058","Alive",9.800000191,41,10.4
"115","ANN06",2010-04-21,"UMCA","B","3059","Alive",9.399999619,65,10.1
"116","ANN06",2010-04-21,"UMCA","B","3060","Alive",7.599999905,87,7.6
"117","ANN06",2010-04-21,"UMCA","B","5208","Alive",0,56,6.5
"118","ANN06",2010-04-21,"UMCA","C","6100","Alive",10.69999981,36,11.4
"119","ANN07",2010-04-21,"UMCA","A","3066","Alive",20.39999962,41,21.6
"120","ANN07",2010-04-21,"UMCA","A","3067","Alive",11.89999962,34,13.1
"121","ANN07",2010-04-21,"UMCA","B","3068","Alive",4.599999905,5,5.6
"122","ANN08",2010-04-21,"UMCA","A","119","Alive",18.89999962,19,23.1
"123","ANN08",2010-04-21,"UMCA","A","3061","Alive",18.10000038,31,19
"124","ANN08",2010-04-21,"UMCA","B","3062","Alive",9.100000381,25,9.9
"125","ANN08",2010-04-21,"UMCA","A","5293","Alive",14.19999981,13,13.1
"126","ANN09",2010-04-21,"UMCA","A","1128","Alive",18.29999924,46,19.9
"127","ANN09",2010-04-21,"UMCA","A","3063","Alive",21.70000076,57,24.9
"128","ANN09",2010-04-21,"UMCA","B","3064","Alive",28.29999924,17,30.5
"129","ANN09",2010-04-21,"UMCA","C","3065","Alive",16,10,17.5
"130","ANN09",2010-04-21,"UMCA","A","5209","Alive",10.19999981,49,13.5
"131","ANN10",2010-04-21,"UMCA","C","3080","Alive",24.89999962,38,31
"132","ANN10",2010-04-21,"UMCA","A","3081","Alive",1.799999952,83,4.3
"133","ANN10",2010-04-21,"UMCA","E","3082","Alive",29.5,52,30.2
"134","ANN10",2010-04-21,"UMCA","D","3083","Alive",3.599999905,117,5.3
"135","ANN10",2010-04-21,"UMCA","B","3085","Alive",10.19999981,32,13.2
"136","ANN11",2010-04-21,"UMCA","A","3073","Alive",2.5,106,2.8
"137","ANN12",2010-04-26,"UMCA","E","4772","Alive",3.5,7,5.4
"138","ANN12",2010-04-26,"UMCA","G","4791","Alive",2.5,20,3.2
"139","ANN12",2010-04-26,"UMCA","L","5283","Alive",4.5,57,4.8
"140","ANN12",2010-04-26,"UMCA","M","5655","Alive",11.30000019,18,11.6
"141","ANN12",2010-04-26,"UMCA","E","5698","Alive",2.299999952,4,2.2
"142","ANN12",2010-04-26,"UMCA","A","811","Alive",11.5,12,9.8
"143","ANN12",2010-04-26,"UMCA","C","823","Alive",7.75,28,8.2
"144","ANN12",2010-04-26,"UMCA","I","824","Alive",22.5,21,26
"145","ANN12",2010-04-26,"UMCA","K","830","Alive",22,15,17.1
"146","ANN12",2010-04-26,"UMCA","G","837","Alive",11.5,24,12.2
"147","ANN12",2010-04-26,"UMCA","D","843","Alive",9,69,8.5
"148","ANN12",2010-04-26,"UMCA","H","847","Alive",23,7,NA
"149","ANN12",2010-04-26,"UMCA","F","856","Alive",8.5,30,8.7
"150","ANN12",2010-04-26,"UMCA","D","876","Alive",10.25,10,10.3
"151","ANN12",2010-04-26,"UMCA","E","877","Alive",19,11,8.9
"152","ANN12",2010-04-26,"UMCA","J","899","Alive",21.25,12,24
"153","ANN13",2010-04-23,"UMCA","D","846","Alive",16.20000076,3,16.5
"154","ANN13",2010-04-23,"UMCA","E","922","Alive",21.29999924,12,22.9
"155","ANN13",2010-04-23,"UMCA","A","979","Alive",18.20000076,36,18.9
"156","ANN13",2010-04-23,"UMCA","B","980","Alive",15.30000019,59,14.4
"157","ANN13",2010-04-23,"UMCA","C","994","Alive",14.10000038,7,14
"158","ANN14",2010-05-01,"UMCA","B","5292","Dead",32.5,-9999,NA
"159","ANN14",2010-05-01,"UMCA","B","833","Alive",12.5,42,10.7
"160","ANN14",2010-05-01,"UMCA","A","932","Alive",9.399999619,26,10.7
"161","ANN14",2010-05-01,"UMCA","D","947","Alive",11.80000019,31,12.2
"162","ANN14",2010-05-01,"UMCA","C","983","Alive",9.100000381,27,9.3
"163","ANN14",2010-05-01,"UMCA","E","997","Alive",8.199999809,20,8.2
"164","ANN15",2010-05-01,"UMCA","D","333","Alive",7.199999809,43,7.4
"165","ANN15",2010-05-01,"UMCA","C","4508","Alive",9.100000381,19,9.5
"166","ANN15",2010-05-01,"UMCA","C","4525","Alive",7.5,11,8.1
"167","ANN15",2010-05-01,"UMCA","C","4526","Alive",8.5,17,8.5
"168","ANN15",2010-05-01,"UMCA","C","4528","Alive",10.19999981,19,7.3
"169","ANN15",2010-05-01,"UMCA","E","4529","Alive",9.199999809,7,9.7
"170","ANN15",2010-05-01,"UMCA","B","835","Alive",11,4,10.9
"171","ANN15",2010-05-01,"UMCA","C","839","Alive",6.5,12,9.5
"172","ANN15",2010-05-01,"UMCA","E","880","Alive",9,23,8.9
"173","ANN15",2010-05-01,"UMCA","C","891","Alive",8.899999619,14,9.7
"174","ANN15",2010-05-01,"UMCA","E","934","Alive",8.800000191,3,9.2
"175","ANN15",2010-05-01,"UMCA","D","952","Alive",6.400000095,34,6.2
"176","ANN15",2010-05-01,"UMCA","A","958","Alive",12.39999962,39,12.8
"177","ANN15",2010-05-01,"UMCA","D","960","Alive",7,11,5.7
"178","ANN15",2010-05-01,"UMCA","A","977","Alive",15.5,1,16.4
"179","ANN15",2010-05-01,"UMCA","F","984","Alive",3.799999952,6,4.4
"180","ANN17",2010-04-26,"UMCA","B","3050","Alive",14.69999981,15,17.5
"181","ANN17",2010-04-26,"UMCA","A","3051","Alive",5.300000191,8,7.7
"182","ANN17",2010-04-26,"UMCA","D","3052","Alive",21.5,21,24.4
"183","ANN17",2010-04-26,"UMCA","C","3053","Alive",15.10000038,9,16.5
"184","ANN18",2010-04-23,"UMCA","A","2660","Alive",17.5,5,18.8
"185","ANN18",2010-04-23,"UMCA","B","2661","Alive",7.300000191,14,8
"186","ANN18",2010-04-23,"UMCA","C","2662","Alive",19.70000076,98,19.4
"187","ANN18",2010-04-23,"UMCA","D","6079","Alive",14.39999962,33,14.2
"188","ANN19",2010-04-23,"UMCA","C","1252","Alive",34,32,36.3
"189","ANN19",2010-04-23,"UMCA","A","3071","Alive",11,23,13.1
"190","ANN19",2010-04-23,"UMCA","B","3072","Alive",30.39999962,12,31.8
"191","ANN20",2010-04-23,"UMCA","A","3069","Alive",30.79999924,14,34.2
"192","ANN21",2010-05-01,"UMCA","B","1241","Alive",7.099999905,76,8.3
"193","ANN21",2010-05-01,"UMCA","D","1242","Alive",13,57,14.8
"194","ANN21",2010-05-01,"UMCA","E","1243","Alive",5.599999905,46,12.2
"195","ANN21",2010-05-01,"UMCA","A","2655","Alive",22.70000076,59,23.8
"196","ANN21",2010-05-01,"UMCA","B","2656","Alive",8.5,108,10.4
"197","ANN21",2010-05-01,"UMCA","B","2657","Alive",11.39999962,109,13.8
"198","ANN21",2010-05-01,"UMCA","E","2659","Alive",6.699999809,110,9.4
"199","ANN21",2010-05-01,"UMCA","C","3031","Alive",13.69999981,49,15.8
"200","ANN22",2010-05-01,"UMCA","K","2169","Dead",23,-9999,28.8
"201","ANN22",2010-05-01,"UMCA","A","3034","Alive",23.39999962,11,25.8
"202","ANN22",2010-05-01,"UMCA","B","3035","Alive",31.20000076,69,33.1
"203","ANN22",2010-05-01,"UMCA","C","3036","Alive",25.5,6,28.3
"204","ANN22",2010-05-01,"UMCA","D","3037","Alive",31.29999924,121,35.1
"205","ANN22",2010-05-01,"UMCA","E","3038","Alive",12.60000038,55,15.2
"206","ANN22",2010-05-01,"UMCA","F","3039","Alive",41.20000076,91,45.3
"207","ANN22",2010-05-01,"UMCA","G","3040","Alive",10.80000019,15,11.7
"208","ANN22",2010-05-01,"UMCA","H","3041","Alive",6.099999905,11,9.1
"209","ANN22",2010-05-01,"UMCA","H","3042","Alive",8.100000381,34,11.1
"210","ANN22",2010-05-01,"UMCA","I","3043","Alive",13.5,44,NA
"211","ANN22",2010-05-01,"UMCA","L","3044","Alive",41.79999924,104,NA
"212","ANN22",2010-05-01,"UMCA","J","4819","Alive",2.299999952,109,2.8
"213","ANN23",2010-05-01,"UMCA","A","4703","Alive",2,11,2
"214","ANN24",2010-04-22,"UMCA","E","1418","Alive",7.699999809,165,9.4
"215","ANN24",2010-04-22,"UMCA","B","2663","Alive",13.80000019,39,12.3
"216","ANN24",2010-04-22,"UMCA","C","2664","Alive",20.70000076,6,23.1
"217","ANN24",2010-04-22,"UMCA","E","2665","Alive",27,34,30.3
"218","ANN24",2010-04-22,"UMCA","F","2666","Alive",13.69999981,48,15.5
"219","ANN24",2010-04-22,"UMCA","F","2667","Alive",14.10000038,16,14
"220","ANN24",2010-04-22,"UMCA","A","3032","Alive",16.70000076,12,17
"221","ANN24",2010-04-22,"UMCA","D","3033","Alive",34.59999847,5,39.4
"222","ANN25",2010-04-22,"UMCA","D","3046","Alive",12,17,14.8
"223","ANN25",2010-04-22,"UMCA","C","3047","Alive",10.19999981,8,13.7
"224","ANN25",2010-04-22,"UMCA","B","3048","Alive",12.5,25,14.5
"225","ANN25",2010-04-22,"UMCA","A","3049","Alive",7.099999905,25,8
"226","ANN25",2010-04-22,"UMCA","A","5297","Alive",6.900000095,29,4.8
"227","ANN25",2010-04-22,"UMCA","A","5298","Alive",3,14,2.8
"228","ANN27",2010-04-30,"UMCA","A","3025","Alive",18,150,19.2
"229","ANN27",2010-04-30,"UMCA","B","3026","Alive",13.80000019,56,15.3
"230","ANN27",2010-04-30,"UMCA","B","3027","Alive",8,63,10.3
"231","ANN27",2010-04-30,"UMCA","B","3028","Alive",14.30000019,104,15.5
"232","ANN29",2010-04-23,"UMCA","C","1427","Alive",8,35,8.4
"233","ANN29",2010-04-23,"UMCA","C","2481","Alive",11.60000038,56,13
"234","ANN29",2010-04-23,"UMCA","C","2482","Alive",6.300000191,51,7
"235","ANN29",2010-04-23,"UMCA","D","2483","Alive",44.29999924,56,48.8
"236","ANN29",2010-04-23,"UMCA","D","2484","Alive",36,15,37.9
"237","ANN29",2010-04-23,"UMCA","D","2485","Alive",41,24,45.2
"238","ANN29",2010-04-23,"UMCA","D","2486","Alive",45,20,47.4
"239","ANN29",2010-04-23,"UMCA","D","2487","Alive",41.5,2,45
"240","ANN29",2010-04-23,"UMCA","A","2488","Alive",7.300000191,56,8.6
"241","ANN29",2010-04-23,"UMCA","B","2489","Alive",55,87,55.4
"242","ANN30",2010-04-22,"UMCA","A","2647","Alive",6.199999809,37,9.3
"243","ANN30",2010-04-22,"UMCA","B","2648","Alive",17.20000076,69,19.2
"244","ANN30",2010-04-22,"UMCA","B","4704","Alive",16,20,15.2
"245","ANN30",2010-04-22,"UMCA","B","4705","Alive",14,14,19.7
"246","ANN30",2010-04-22,"UMCA","C","4706","Alive",9,95,15
"247","ANN31",2010-04-22,"UMCA","A","1426","Alive",20.60000038,29,21.5
"248","ANN31",2010-04-22,"UMCA","C","2645","Alive",33.40000153,3,34.2
"249","ANN31",2010-04-22,"UMCA","C","2646","Alive",27.20000076,21,26.5
"250","ANN31",2010-04-22,"UMCA","E","3002","Alive",20.60000038,34,23
"251","ANN31",2010-04-22,"UMCA","B","3029","Alive",28.89999962,14,32.2
"252","ANN31",2010-04-22,"UMCA","D","3030","Alive",25.70000076,9,28.8
"253","ANN32",2010-04-23,"UMCA","C","1204","Alive",6.199999809,58,6.5
"254","ANN32",2010-04-23,"UMCA","B","2469","Alive",14.69999981,27,9.5
"255","ANN32",2010-04-23,"UMCA","C","2470","Alive",18,17,18.9
"256","ANN32",2010-04-23,"UMCA","C","2471","Alive",21.5,16,22.4
"257","ANN32",2010-04-23,"UMCA","C","2472","Alive",2,34,3
"258","ANN32",2010-04-23,"UMCA","C","2473","Dead",4,-9999,NA
"259","ANN32",2010-04-23,"UMCA","C","2474","Alive",17.5,44,18.5
"260","ANN32",2010-04-23,"UMCA","E","2475","Alive",22.79999924,14,23.9
"261","ANN32",2010-04-23,"UMCA","E","2476","Dead",9.699999809,-9999,NA
"262","ANN32",2010-04-23,"UMCA","E","2477","Alive",21.10000038,20,23.6
"263","ANN32",2010-04-23,"UMCA","E","2478","Alive",22.79999924,9,25
"264","ANN32",2010-04-23,"UMCA","A","2479","Alive",8.600000381,63,9.5
"265","ANN32",2010-04-23,"UMCA","D","2480","Alive",11.5,37,12.7
"266","ANN32",2010-04-23,"UMCA","F","6081","Alive",10.60000038,46,10.8
"267","ANN32",2010-04-23,"UMCA","F","6082","Alive",19.29999924,0,21.3
"268","ANN33",2010-04-26,"UMCA","A","2493","Alive",12.69999981,15,13.1
"269","ANN33",2010-04-26,"UMCA","A","2494","Dead",11.30000019,-9999,NA
"270","ANN33",2010-04-26,"UMCA","A","2495","Alive",13.19999981,0,14.4
"271","ANN33",2010-04-26,"UMCA","A","2496","Alive",15.80000019,7,16.7
"272","ANN33",2010-04-26,"UMCA","A","2497","Alive",19.20000076,3,20.8
"273","ANN33",2010-04-26,"UMCA","A","2498","Alive",8,19,8.4
"274","ANN33",2010-04-26,"UMCA","C","3001","Alive",20.10000038,4,21.8
"275","ANN33",2010-04-26,"UMCA","C","3003","Alive",13.80000019,14,13.8
"276","ANN33",2010-04-26,"UMCA","C","3004","Alive",20.29999924,2,21.9
"277","ANN33",2010-04-26,"UMCA","B","3005","Alive",11.30000019,8,11.8
"278","ANN33",2010-04-26,"UMCA","Y","3006","Alive",30.89999962,17,33.4
"279","ANN33",2010-04-26,"UMCA","S","3007","Alive",11.69999981,63,12.3
"280","ANN33",2010-04-26,"UMCA","S","3008","Alive",11.19999981,6,11.5
"281","ANN33",2010-04-26,"UMCA","S","3009","Alive",11.89999962,17,12.5
"282","ANN33",2010-04-26,"UMCA","O","3010","Alive",30.60000038,6,22
"283","ANN33",2010-04-26,"UMCA","O","3011","Alive",13,5,13.1
"284","ANN33",2010-04-26,"UMCA","O","3012","Alive",12.89999962,3,13.8
"285","ANN33",2010-04-26,"UMCA","O","3013","Alive",15.80000019,6,16.3
"286","ANN33",2010-04-26,"UMCA","O","3014","Alive",17,2,17.8
"287","ANN33",2010-04-26,"UMCA","M","3015","Alive",17.89999962,0,18
"288","ANN33",2010-04-26,"UMCA","M","3016","Alive",25,16,25.9
"289","ANN33",2010-04-26,"UMCA","J","3017","Alive",12.30000019,5,12.7
"290","ANN33",2010-04-26,"UMCA","J","3018","Alive",18.89999962,40,19.1
"291","ANN33",2010-04-26,"UMCA","J","3019","Alive",11.19999981,3,10.7
"292","ANN33",2010-04-26,"UMCA","G","3020","Alive",18.89999962,0,20.1
"293","ANN33",2010-04-26,"UMCA","G","3021","Alive",10.10000038,22,10
"294","ANN33",2010-04-26,"UMCA","G","3022","Alive",16.5,12,17.1
"295","ANN33",2010-04-26,"UMCA","F","3023","Alive",11,18,10.9
"296","ANN33",2010-04-26,"UMCA","F","6092","Alive",9.199999809,11,9.3
"297","ANN33",2010-04-26,"UMCA","F","6093","Alive",2.099999905,7,2.1
"298","ANN33",2010-04-26,"UMCA","X","6094","Alive",10,38,9.5
"299","ANN33",2010-04-26,"UMCA","W","6095","Alive",9.199999809,20,9.3
"300","ANN34",2010-04-23,"UMCA","A","1254","Dead",NA,-9999,NA
"301","ANN34",2010-04-23,"UMCA","E","1255","Alive",9.199999809,36,9.5
"302","ANN34",2010-04-23,"UMCA","E","2453","Alive",6.599999905,92,6.7
"303","ANN34",2010-04-23,"UMCA","F","2454","Alive",18.10000038,62,18.6
"304","ANN34",2010-04-23,"UMCA","K","2455","Alive",14.89999962,48,15.1
"305","ANN34",2010-04-23,"UMCA","K","2456","Alive",12,99,12.5
"306","ANN34",2010-04-23,"UMCA","C","2457","Alive",14.80000019,53,14.9
"307","ANN34",2010-04-23,"UMCA","C","2458","Alive",24,56,24.7
"308","ANN34",2010-04-23,"UMCA","C","2459","Alive",30.20000076,80,32.7
"309","ANN34",2010-04-23,"UMCA","C","2460","Alive",16.5,65,16.7
"310","ANN34",2010-04-23,"UMCA","C","2461","Alive",13.60000038,54,13.7
"311","ANN34",2010-04-23,"UMCA","B","2462","Alive",15.30000019,172,15
"312","ANN34",2010-04-23,"UMCA","D","2463","Alive",12.39999962,112,12.5
"313","ANN34",2010-04-23,"UMCA","I","2464","Alive",11.69999981,96,13.4
"314","ANN34",2010-04-23,"UMCA","J","2465","Alive",12.5,112,12.9
"315","ANN34",2010-04-23,"UMCA","J","2466","Alive",25.70000076,105,26.7
"316","ANN34",2010-04-23,"UMCA","G","2467","Dead",12,-9999,NA
"317","ANN34",2010-04-23,"UMCA","G","2468","Alive",9.600000381,83,9.4
"318","ANN35",2010-04-26,"UMCA","A","2490","Alive",16.20000076,2,19
"319","ANN35",2010-04-26,"UMCA","B","2491","Alive",18,65,19.7
"320","ANN35",2010-04-26,"UMCA","B","2492","Alive",25.70000076,54,26.7
"321","ANN36",2010-04-21,"UMCA","I","3086","Alive",21,39,21.4
"322","ANN36",2010-04-21,"UMCA","J","3087","Alive",21.10000038,15,13.1
"323","ANN36",2010-04-21,"UMCA","F","3088","Alive",8.100000381,49,9.4
"324","ANN36",2010-04-21,"UMCA","H","3089","Alive",22.89999962,48,25.9
"325","ANN36",2010-04-21,"UMCA","G","3090","Alive",20.70000076,37,21.8
"326","ANN36",2010-04-21,"UMCA","E","3091","Alive",32.59999847,33,34.9
"327","ANN36",2010-04-21,"UMCA","D","3092","Alive",16.10000038,63,18.9
"328","ANN36",2010-04-21,"UMCA","K","3093","Alive",9,32,9.1
"329","ANN36",2010-04-21,"UMCA","C","3094","Alive",4.400000095,122,8.1
"330","ANN36",2010-04-21,"UMCA","C","3095","Alive",8.300000191,66,9.4
"331","ANN36",2010-04-21,"UMCA","A","3098","Alive",13.39999962,25,13.9
"332","ANN36",2010-04-21,"UMCA","A","3099","Alive",11.30000019,19,12.2
"333","ANN36",2010-04-21,"UMCA","A","3100","Alive",16.29999924,14,16.8
"334","ANN36",2010-04-21,"UMCA","A","3101","Alive",18.29999924,28,19.1
"335","ANN36",2010-04-21,"UMCA","L","3102","Alive",8.5,16,8.8
"336","ANN36",2010-04-21,"UMCA","L","3103","Alive",15.69999981,41,17.9
"337","ANN36",2010-04-21,"UMCA","N","6098","Alive",18.20000076,38,18.4
"338","ANN36",2010-04-21,"UMCA","N","6099","Alive",19.89999962,26,19.3
"339","ANN37",2010-04-22,"UMCA","R","3181","Alive",9,11,9.9
"340","ANN37",2010-04-22,"UMCA","S","3182","Alive",10.10000038,11,10.9
"341","ANN37",2010-04-22,"UMCA","A","3183","Alive",11.89999962,8,12.3
"342","ANN37",2010-04-22,"UMCA","E","3184","Alive",17.60000038,21,18.8
"343","ANN37",2010-04-22,"UMCA","E","3185","Alive",13.10000038,22,12.9
"344","ANN37",2010-04-22,"UMCA","J","3186","Alive",9.699999809,31,NA
"345","ANN37",2010-04-22,"UMCA","C","3187","Alive",16.70000076,20,18.3
"346","ANN37",2010-04-22,"UMCA","B","3188","Alive",13.39999962,21,13.7
