"","plotid","Date","species","cluster","tag","status","stemestdbh","stemslc","stemdbh2012","X","Y","dbh04","dbh05","dbh12","slc10","umcact10","osSR11","usSR11","cover11","rdays2010","amou2010","rsAvgPrec","rsTotPrec","rsAvgTmin","rsAvgTmax","slope","aspect","elev","tmi","psiAvg","d2c","rs10pBelow0","rs10pBelow10","rs10pBelow5","rs10pBelow4","rs10pBelow8","rs10p5_15","rs10p5_20","rs10p5_10","rs10p8_16","rs10p20_25","rs10p14_26","rs10p15_20","rs10pAbove18","rs10pAbove22","rs10pAbove26","rs10pAbove30","rs10p10_15","rs10avgTemp","rs10avgTmax","rs10avgTmin"
"11","ANN01",2010-04-30,"UMCA","I","828","Alive",17,32,16.3,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"12","ANN01",2010-04-30,"UMCA","R","832","Alive",11,58,11.9,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"13","ANN01",2010-04-30,"UMCA","U","834","Alive",17,32,18.9,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"14","ANN01",2010-04-30,"UMCA","I","836","Alive",6.5,2,10.6,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"15","ANN01",2010-04-30,"UMCA","G","838","Alive",3.5,24,4.4,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"16","ANN01",2010-04-30,"UMCA","C","841","Alive",22.75,59,25.4,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"17","ANN01",2010-04-30,"UMCA","M","844","Alive",10,49,10.7,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"18","ANN01",2010-04-30,"UMCA","D","862","Alive",12,43,12.4,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"19","ANN01",2010-04-30,"UMCA","Q","875","Alive",24,50,25.8,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"20","ANN01",2010-04-30,"UMCA","N","879","Alive",7,41,8.2,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"21","ANN01",2010-04-30,"UMCA","E","884","Alive",9.25,74,6.4,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"22","ANN01",2010-04-30,"UMCA","S","887","Alive",16,21,18,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"23","ANN01",2010-04-30,"UMCA","F","889","Alive",13.5,54,14.2,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"24","ANN01",2010-04-30,"UMCA","J","900","Alive",13.25,43,13.7,532568,4255157,274.5,274.5,295.4,1218,24,4,11,38,80,28.5599994659424,133.392246428571,933.745725,4.59722871428571,17.9811472857143,35.5944718193984,72.7721215465241,200.268310546875,5.13485888955694,3892.9716796875,35783.578578,0.003897742,0.626733922,0.094462914,0.052734151,0.370629371,0.815889029,0.886392296,0.532271008,0.558294165,0.01914479,0.119798235,0.070503267,0.039092055,0.007680844,0,0.003897742,0.283618021,9.486458787,13.3055188679245,6.25990566037736
"25","ANN02",2010-04-30,"UMCA","A","227","Alive",20,61,NA,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"26","ANN02",2010-04-30,"UMCA","H","354","Alive",12.5,18,14.3,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"27","ANN02",2010-04-30,"UMCA","E","501","Alive",16.5,26,19.4,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"28","ANN02",2010-04-30,"UMCA","I","531","Alive",11.5,70,11.3,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"29","ANN02",2010-04-30,"UMCA","B","534","Alive",9,120,10.6,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"30","ANN02",2010-04-30,"UMCA","D","535","Alive",14,92,13.6,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"31","ANN02",2010-04-30,"UMCA","C","545","Alive",15.5,12,15.8,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"32","ANN02",2010-04-30,"UMCA","G","559","Alive",19,2,21.6,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"33","ANN02",2010-04-30,"UMCA","H","560","Alive",9.75,93,9.9,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"34","ANN02",2010-04-30,"UMCA","F","599","Alive",15.25,54,16,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"35","ANN02",2010-04-30,"UMCA","F","640","Alive",13,18,12.7,532557,4254989,156,156,145.2,566,11,6,13,36,80,28.4799995422363,139.768270857143,978.377896,4.56455228571429,17.8813952857143,19.2302823303945,81.6881575301686,229.115829467773,5.34851649942915,4621.17810058594,35659.459592,0.004012841,0.635175418,0.100321027,0.054230681,0.38236643,0.808186196,0.878238936,0.534854391,0.545287778,0.021440037,0.119468012,0.07005274,0.040930979,0.007681724,0,0.004012841,0.273331805,9.441604792,13.3421037735849,6.20401886792453
"36","ANN03",2010-04-26,"UMCA","Q","3177","Alive",6.099999905,89,8.1,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"37","ANN03",2010-04-26,"UMCA","Q","3178","Alive",23.39999962,43,3.6,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"38","ANN03",2010-04-26,"UMCA","Q","3179","Alive",17.70000076,50,3.8,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"39","ANN03",2010-04-26,"UMCA","T","3180","Alive",22.39999962,8,24.4,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"40","ANN03",2010-04-26,"UMCA","Z","524","Alive",4,117,4.7,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"41","ANN03",2010-04-26,"UMCA","K","537","Alive",13,22,12.9,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"42","ANN03",2010-04-26,"UMCA","K","5530","Alive",2.200000048,29,2.2,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"43","ANN03",2010-04-26,"UMCA","R","5536","Alive",7.5,21,6.5,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"44","ANN03",2010-04-26,"UMCA","E","5537","Alive",2.5,17,2.4,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"45","ANN03",2010-04-26,"UMCA","J","5539","Alive",8.100000381,9,8.5,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"46","ANN03",2010-04-26,"UMCA","E","5574","Alive",4,29,4.1,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"47","ANN03",2010-04-26,"UMCA","J","5592","Alive",5.300000191,59,6.1,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"48","ANN03",2010-04-26,"UMCA","B","5593","Alive",3.700000048,63,3.5,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
"49","ANN03",2010-04-26,"UMCA","E","5634","Alive",9.100000381,18,9.2,533352,4254736,330.6,330.6,409.4,1536,41,3,11,85,81,29.3999996185303,131.564092571429,920.948648,4.61559985714286,17.8687188571429,20.4743208489983,50.5650948207866,213.148010253906,5.51397827381382,4050.87573242188,36067.386951,0.000802476,0.615613894,0.077266995,0.037372464,0.345981887,0.829760404,0.908632351,0.538346899,0.585119798,0.014100653,0.123581337,0.078871948,0.03175513,0.004814857,0,0.000802476,0.291413505,9.639448813,12.8462735849057,6.76133018867925
