"PlotID","Date","VegTransectID","PtNum","OverstorySp","PercentCoverage","UnderstorySp"
"ANN01",8/13/2003 0:00:00,4,7.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,8.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,8.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,9.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,9.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,10.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,10.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,11.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,12.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,13.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,14.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,15.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,15.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,16.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,17.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,17.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,18.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,18.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,19.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,19.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,20.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,20.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,21.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,21.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,22.00,"PSME",,
"ANN01",8/13/2003 0:00:00,4,23.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,4,23.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,1.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,1.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,2.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,2.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,3.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,3.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,4.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,5.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,5.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,6.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,7.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,8.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,9.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,9.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,10.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,10.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,11.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,11.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,12.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,13.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,13.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,14.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,14.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,15.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,15.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,16.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,17.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,18.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,18.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,19.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,19.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,20.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,20.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,21.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,21.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,22.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,22.00,"PSME",,
"ANN01",8/13/2003 0:00:00,5,23.00,"UMCA",,
"ANN01",8/13/2003 0:00:00,5,23.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,1.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,1.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,2.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,2.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,3.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,3.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,3.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,4.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,4.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,4.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,5.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,5.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,5.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,6.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,6.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,7.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,7.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,8.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,8.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,9.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,10.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,10.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,11.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,11.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,12.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,12.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,13.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,13.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,14.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,14.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,15.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,15.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,16.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,16.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,17.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,17.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,18.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,18.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,19.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,11,19.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,19.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,20.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,20.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,21.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,21.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,22.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,22.00,"PSME",,
"ANN02",8/12/2003 0:00:00,11,23.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,11,23.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,1.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,1.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,2.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,2.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,3.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,3.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,4.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,4.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,4.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,5.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,5.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,6.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,6.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,7.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,8.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,8.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,9.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,10.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,11.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,11.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,12.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,12.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,13.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,13.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,14.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,14.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,14.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,15.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,15.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,15.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,16.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,16.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,16.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,17.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,12,17.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,17.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,18.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,18.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,19.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,19.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,20.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,20.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,21.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,21.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,22.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,22.00,"PSME",,
"ANN02",8/12/2003 0:00:00,12,23.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,12,23.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,1.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,13,1.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,2.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,13,2.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,3.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,13,3.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,4.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,13,4.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,5.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,6.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,7.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,8.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,9.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,10.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,11.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,12.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,13.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,14.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,14.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,15.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,15.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,16.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,16.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,17.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,17.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,18.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,18.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,19.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,19.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,20.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,20.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,21.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,21.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,22.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,13,22.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,13,22.00,"PSME",,
"ANN02",8/12/2003 0:00:00,13,23.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,13,23.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,1.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,1.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,2.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,2.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,3.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,3.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,4.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,4.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,5.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,5.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,6.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,7.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,8.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,9.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,10.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,11.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,12.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,13.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,14.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,15.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,16.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,17.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,18.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,14,18.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,19.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,14,19.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,20.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,21.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,21.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,14,21.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,22.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,22.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,14,22.00,"PSME",,
"ANN02",8/12/2003 0:00:00,14,23.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,14,23.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,1.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,1.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,2.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,2.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,15,2.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,3.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,15,3.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,4.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,4.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,15,4.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,5.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,5.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,15,5.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,6.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,6.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,15,6.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,7.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,7.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,8.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,8.00,"QUKE",,
"ANN02",8/12/2003 0:00:00,15,8.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,9.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,10.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,10.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,11.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,12.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,13.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,14.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,15.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,15.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,16.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,17.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,18.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,19.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,20.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,20.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,21.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,21.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,22.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,22.00,"PSME",,
"ANN02",8/12/2003 0:00:00,15,23.00,"UMCA",,
"ANN02",8/12/2003 0:00:00,15,23.00,"PSME",,
"ANN04",7/22/2003 0:00:00,31,5.00,"QUKE",,
"ANN04",7/22/2003 0:00:00,31,5.00,"PSME",,
"ANN04",7/22/2003 0:00:00,31,9.00,"QUKE",,
"ANN04",7/22/2003 0:00:00,31,9.00,"PSME",,
"ANN04",7/22/2003 0:00:00,31,13.00,"QUKE",,
"ANN04",7/22/2003 0:00:00,31,13.00,"PSME",,
"ANN04",7/22/2003 0:00:00,31,17.00,"QUKE",,
"ANN04",7/22/2003 0:00:00,31,17.00,"PSME",,
"ANN04",7/22/2003 0:00:00,31,21.00,"QUKE",,
"ANN04",7/22/2003 0:00:00,31,25.00,"QUKE",,
"ANN04",7/22/2003 0:00:00,31,25.00,"PSME",,
