,plot,old_date,cluster,tag,species,status,alive_class,dead_class,slc,canker,dbh,lide_lf_symp,sod_dead,location,year,date
89,ANN01,4/9/07,1,862,UMCA,Alive,NA,NA,72,FALSE,NA,FALSE,FALSE,Out,2007,4/9/07
90,ANN01,4/9/07,5,809,UMCA,Alive,NA,NA,52,FALSE,NA,FALSE,FALSE,In,2007,4/9/07
91,ANN01,4/9/07,3,841,UMCA,Alive,NA,NA,41,FALSE,NA,FALSE,FALSE,In,2007,4/9/07
92,ANN01,4/9/07,11,887,UMCA,Alive,NA,NA,56,FALSE,NA,FALSE,FALSE,Out,2007,4/9/07
93,ANN01,4/9/07,5,812,UMCA,Alive,NA,NA,49,FALSE,NA,FALSE,FALSE,Out,2007,4/9/07
94,ANN01,4/9/07,6,827,UMCA,Dead,NA,NA,-9999,FALSE,NA,FALSE,FALSE,Out,2007,4/9/07
95,ANN01,4/9/07,6,832,UMCA,Alive,NA,NA,50,FALSE,NA,FALSE,FALSE,Out,2007,4/9/07
96,ANN01,4/9/07,7,807,UMCA,Alive,NA,NA,11,FALSE,NA,FALSE,FALSE,In,2007,4/9/07
97,ANN01,4/9/07,8,838,UMCA,Alive,NA,NA,43,FALSE,NA,FALSE,FALSE,In,2007,4/9/07
98,ANN01,4/9/07,9,900,UMCA,Alive,NA,NA,42,FALSE,NA,FALSE,FALSE,In,2007,4/9/07
99,ANN01,4/9/07,10,814,UMCA,Alive,NA,NA,24,FALSE,NA,FALSE,FALSE,In,2007,4/9/07
100,ANN01,4/9/07,2,889,UMCA,Alive,NA,NA,85,FALSE,NA,FALSE,FALSE,In,2007,4/9/07
101,ANN01,4/10/08,16,822,UMCA,Alive,NA,NA,74,FALSE,NA,FALSE,FALSE,Out,2008,4/10/08
102,ANN01,4/10/08,3,4541,UMCA,Alive,NA,NA,35,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
103,ANN01,4/10/08,9,4540,UMCA,Alive,NA,NA,24,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
104,ANN01,4/10/08,20,826,UMCA,Alive,NA,NA,68,FALSE,NA,FALSE,FALSE,Out,2008,4/10/08
105,ANN01,4/10/08,19,884,UMCA,Alive,NA,NA,69,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
106,ANN01,4/10/08,18,836,UMCA,Alive,NA,NA,15,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
107,ANN01,4/10/08,17,831,UMCA,Dead,NA,NA,-9999,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
108,ANN01,4/10/08,15,844,UMCA,Alive,NA,NA,64,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
109,ANN01,4/10/08,5,809,UMCA,Alive,NA,NA,58,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
110,ANN01,4/10/08,14,834,UMCA,Alive,NA,NA,60,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
111,ANN01,4/10/08,13,875,UMCA,Alive,NA,NA,46,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
112,ANN01,4/10/08,13,815,UMCA,Alive,NA,NA,41,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
113,ANN01,4/10/08,12,879,UMCA,Alive,NA,NA,78,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
114,ANN01,4/10/08,2,889,UMCA,Alive,NA,NA,68,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
115,ANN01,4/10/08,18,828,UMCA,Alive,NA,NA,45,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
116,ANN01,4/10/08,1,862,UMCA,Alive,NA,NA,96,FALSE,NA,FALSE,FALSE,Out,2008,4/10/08
117,ANN01,4/10/08,11,887,UMCA,Alive,NA,NA,76,FALSE,NA,FALSE,FALSE,Out,2008,4/10/08
118,ANN01,4/10/08,3,841,UMCA,Alive,NA,NA,32,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
119,ANN01,4/10/08,4,816,UMCA,Alive,NA,NA,35,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
120,ANN01,4/10/08,5,812,UMCA,Alive,NA,NA,45,FALSE,NA,FALSE,FALSE,Out,2008,4/10/08
121,ANN01,4/10/08,6,832,UMCA,Alive,NA,NA,75,FALSE,NA,FALSE,FALSE,Out,2008,4/10/08
122,ANN01,4/10/08,7,807,UMCA,Alive,NA,NA,27,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
123,ANN01,4/10/08,8,838,UMCA,Alive,NA,NA,45,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
124,ANN01,4/10/08,9,900,UMCA,Alive,NA,NA,87,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
125,ANN01,4/10/08,10,814,UMCA,Alive,NA,NA,65,FALSE,NA,FALSE,FALSE,In,2008,4/10/08
126,ANN01,4/10/08,6,827,UMCA,Dead,NA,NA,-9999,FALSE,NA,FALSE,FALSE,Out,2008,4/10/08
127,ANN01,4/9/09,13,815,UMCA,Alive,NA,NA,75,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
128,ANN01,4/9/09,3,841,UMCA,Alive,NA,NA,71,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
129,ANN01,4/9/09,3,4541,UMCA,Alive,NA,NA,62,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
130,ANN01,4/9/09,9,4540,UMCA,Alive,NA,NA,82,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
131,ANN01,4/9/09,20,826,UMCA,Alive,NA,NA,56,FALSE,NA,FALSE,FALSE,Out,2009,4/9/09
132,ANN01,4/9/09,19,884,UMCA,Alive,NA,NA,138,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
133,ANN01,4/9/09,18,836,UMCA,Alive,NA,NA,14,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
134,ANN01,4/9/09,18,828,UMCA,Alive,NA,NA,84,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
135,ANN01,4/9/09,17,831,UMCA,X- Stem Missing,NA,NA,-9999,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
136,ANN01,4/9/09,16,822,UMCA,Alive,NA,NA,66,FALSE,NA,FALSE,FALSE,Out,2009,4/9/09
137,ANN01,4/9/09,15,844,UMCA,Alive,NA,NA,97,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
138,ANN01,4/9/09,2,889,UMCA,Alive,NA,NA,53,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
139,ANN01,4/9/09,14,834,UMCA,Alive,NA,NA,50,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
140,ANN01,4/9/09,1,862,UMCA,Alive,NA,NA,75,FALSE,NA,FALSE,FALSE,Out,2009,4/9/09
141,ANN01,4/9/09,12,879,UMCA,Alive,NA,NA,102,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
142,ANN01,4/9/09,11,887,UMCA,Alive,NA,NA,63,FALSE,NA,FALSE,FALSE,Out,2009,4/9/09
143,ANN01,4/9/09,10,814,UMCA,Alive,NA,NA,42,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
144,ANN01,4/9/09,9,900,UMCA,Alive,NA,NA,22,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
145,ANN01,4/9/09,8,838,UMCA,Alive,NA,NA,47,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
146,ANN01,4/9/09,7,807,UMCA,Alive,NA,NA,40,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
147,ANN01,4/9/09,6,832,UMCA,Alive,NA,NA,117,FALSE,NA,FALSE,FALSE,Out,2009,4/9/09
148,ANN01,4/9/09,6,827,UMCA,Dead,NA,NA,-9999,FALSE,NA,FALSE,FALSE,Out,2009,4/9/09
149,ANN01,4/9/09,5,812,UMCA,Alive,NA,NA,65,FALSE,NA,FALSE,FALSE,Out,2009,4/9/09
150,ANN01,4/9/09,4,816,UMCA,Alive,NA,NA,141,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
151,ANN01,4/9/09,5,809,UMCA,Alive,NA,NA,42,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
152,ANN01,4/9/09,13,875,UMCA,X- Stem Missing,NA,NA,-9999,FALSE,NA,FALSE,FALSE,In,2009,4/9/09
153,ANN01,4/30/10,4,816,UMCA,Alive,1,NA,146,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
154,ANN01,4/30/10,3,4541,UMCA,Alive,1,NA,72,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
155,ANN01,4/30/10,7,807,UMCA,Alive,1,NA,0,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
156,ANN01,4/30/10,14,834,UMCA,Alive,1,NA,32,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
157,ANN01,4/30/10,17,831,UMCA,X- Stem Missing,NA,NA,-9999,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
158,ANN01,4/30/10,11,887,UMCA,Alive,1,NA,21,FALSE,NA,FALSE,FALSE,Out,2010,4/30/10
159,ANN01,4/30/10,6,827,UMCA,Dead,NA,3,-9999,FALSE,NA,FALSE,FALSE,Out,2010,4/30/10
160,ANN01,4/30/10,6,832,UMCA,Alive,1,NA,58,FALSE,NA,FALSE,FALSE,Out,2010,4/30/10
161,ANN01,4/30/10,13,875,UMCA,Alive,1,NA,50,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
162,ANN01,4/30/10,5,809,UMCA,Alive,1,NA,45,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
163,ANN01,4/30/10,9,4540,UMCA,Alive,1,NA,98,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
164,ANN01,4/30/10,10,814,UMCA,Alive,1,NA,19,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
165,ANN01,4/30/10,15,844,UMCA,Alive,1,NA,49,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
166,ANN01,4/30/10,5,812,UMCA,Alive,1,NA,34,FALSE,NA,FALSE,FALSE,Out,2010,4/30/10
167,ANN01,4/30/10,16,822,UMCA,Alive,1,NA,74,FALSE,NA,FALSE,FALSE,Out,2010,4/30/10
168,ANN01,4/30/10,9,900,UMCA,Alive,1,NA,43,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
169,ANN01,4/30/10,18,828,UMCA,Alive,1,NA,32,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
170,ANN01,4/30/10,18,836,UMCA,Alive,1,NA,2,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
171,ANN01,4/30/10,20,826,UMCA,Alive,1,NA,105,FALSE,NA,FALSE,FALSE,Out,2010,4/30/10
172,ANN01,4/30/10,8,838,UMCA,Alive,1,NA,24,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
173,ANN01,4/30/10,2,889,UMCA,Alive,1,NA,54,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
174,ANN01,4/30/10,19,884,UMCA,Alive,1,NA,74,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
175,ANN01,4/30/10,1,862,UMCA,Alive,1,NA,43,FALSE,NA,FALSE,FALSE,Out,2010,4/30/10
176,ANN01,4/30/10,3,841,UMCA,Alive,1,NA,59,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
177,ANN01,4/30/10,12,879,UMCA,Alive,1,NA,41,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
178,ANN01,4/30/10,13,815,UMCA,Alive,1,NA,43,FALSE,NA,FALSE,FALSE,In,2010,4/30/10
179,ANN01,4/20/11,13,875,UMCA,Alive,1,NA,69,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
180,ANN01,4/20/11,3,4541,UMCA,Alive,2,NA,87,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
181,ANN01,4/20/11,7,807,UMCA,Alive,1,NA,43,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
182,ANN01,4/20/11,14,834,UMCA,Alive,2,NA,196,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
183,ANN01,4/20/11,11,887,UMCA,Alive,1,NA,21,FALSE,NA,FALSE,FALSE,Out,2011,4/20/11
184,ANN01,4/20/11,6,832,UMCA,Alive,1,NA,162,FALSE,NA,FALSE,FALSE,Out,2011,4/20/11
185,ANN01,4/20/11,13,815,UMCA,Alive,1,NA,126,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
186,ANN01,4/20/11,5,809,UMCA,Alive,2,NA,80,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
187,ANN01,4/20/11,5,812,UMCA,Alive,2,NA,98,FALSE,NA,FALSE,FALSE,Out,2011,4/20/11
188,ANN01,4/20/11,9,4540,UMCA,Alive,1,NA,78,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
189,ANN01,4/20/11,12,879,UMCA,Alive,2,NA,199,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
190,ANN01,4/20/11,15,844,UMCA,Alive,2,NA,68,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
191,ANN01,4/20/11,2,889,UMCA,Alive,1,NA,143,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
192,ANN01,4/20/11,6,827,UMCA,Dead,NA,2,NA,FALSE,NA,FALSE,FALSE,Out,2011,4/20/11
193,ANN01,4/20/11,4,816,UMCA,Alive,1,NA,148,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
194,ANN01,4/20/11,3,841,UMCA,Alive,1,NA,151,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
195,ANN01,4/20/11,19,884,UMCA,Alive,1,NA,158,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
196,ANN01,4/20/11,10,814,UMCA,Alive,1,NA,116,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
197,ANN01,4/20/11,8,838,UMCA,Alive,1,NA,140,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
198,ANN01,4/20/11,20,826,UMCA,Alive,2,NA,172,FALSE,NA,FALSE,FALSE,Out,2011,4/20/11
199,ANN01,4/20/11,18,836,UMCA,Alive,1,NA,48,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
200,ANN01,4/20/11,18,828,UMCA,Alive,1,NA,76,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
201,ANN01,4/20/11,9,900,UMCA,Alive,1,NA,51,FALSE,NA,FALSE,FALSE,In,2011,4/20/11
202,ANN01,4/20/11,16,822,UMCA,Alive,1,NA,109,FALSE,NA,FALSE,FALSE,Out,2011,4/20/11
203,ANN01,4/20/11,1,862,UMCA,Alive,1,NA,161,FALSE,NA,FALSE,FALSE,Out,2011,4/20/11
204,ANN01,5/7/12,12,879,UMCA,Alive,1,NA,72,FALSE,8.199999809,FALSE,FALSE,In,2012,5/7/12
205,ANN01,5/7/12,2,889,UMCA,Alive,1,NA,72,FALSE,14.19999981,FALSE,FALSE,In,2012,5/7/12
206,ANN01,5/7/12,8,838,UMCA,Alive,1,NA,72,FALSE,4.400000095,FALSE,FALSE,In,2012,5/7/12
207,ANN01,5/7/12,20,826,UMCA,Alive,2,NA,64,FALSE,6.599999905,FALSE,FALSE,Out,2012,5/7/12
208,ANN01,5/7/12,18,836,UMCA,Alive,2,NA,6,FALSE,10.60000038,FALSE,FALSE,In,2012,5/7/12
209,ANN01,5/7/12,18,828,UMCA,Alive,2,NA,60,FALSE,16.29999924,FALSE,FALSE,In,2012,5/7/12
210,ANN01,5/7/12,9,900,UMCA,Alive,1,NA,66,FALSE,13.69999981,FALSE,FALSE,In,2012,5/7/12
211,ANN01,5/7/12,16,822,UMCA,Alive,1,NA,50,FALSE,24.70000076,FALSE,FALSE,Out,2012,5/7/12
212,ANN01,5/7/12,11,887,UMCA,Alive,1,NA,73,FALSE,18,FALSE,FALSE,Out,2012,5/7/12
213,ANN01,5/7/12,15,844,UMCA,Alive,2,NA,56,FALSE,10.69999981,FALSE,FALSE,In,2012,5/7/12
214,ANN01,5/7/12,3,841,UMCA,Alive,1,NA,45,FALSE,25.39999962,FALSE,FALSE,In,2012,5/7/12
215,ANN01,5/7/12,9,4540,UMCA,Alive,1,NA,98,FALSE,3.299999952,FALSE,FALSE,In,2012,5/7/12
216,ANN01,5/7/12,5,812,UMCA,Alive,2,NA,100,FALSE,11.19999981,FALSE,FALSE,Out,2012,5/7/12
217,ANN01,5/7/12,5,809,UMCA,Alive,2,NA,80,FALSE,1.5,FALSE,FALSE,In,2012,5/7/12
218,ANN01,5/7/12,13,815,UMCA,Alive,1,NA,61,FALSE,10,FALSE,FALSE,In,2012,5/7/12
219,ANN01,5/7/12,13,875,UMCA,Alive,1,NA,30,FALSE,25.79999924,FALSE,FALSE,In,2012,5/7/12
220,ANN01,5/7/12,6,832,UMCA,Alive,1,NA,122,FALSE,11.89999962,FALSE,FALSE,Out,2012,5/7/12
